"","tractce10","lon","lat","conservation","roofs_2012"
"476",420400,-87.6035583604671,41.7831698679879,0,1
"477",420500,-87.6084261249865,41.7831002242535,0,0
"478",691300,-87.6198471525206,41.7546810594049,0,0
"479",31700,-87.6631954275128,41.9654465714797,1,0
"480",470100,-87.5964895574837,41.7282206930819,0,0
"481",480100,-87.575602717123,41.7352479890558,0,0
"482",691000,-87.6200151088917,41.7619653933153,0,0
"483",242300,-87.6796003334773,41.8995064859135,0,0
"484",411100,-87.5897020924714,41.7904493838519,0,0
"485",460400,-87.5636922175599,41.7444902929335,0,0
"486",681200,-87.6384976288227,41.7691892995974,0,0
"487",690500,-87.6121085024496,41.7681656390944,0,0
"488",241400,-87.6753101751194,41.9060233787116,0,0
"489",241500,-87.6709374310184,41.9083759263359,0,0
"490",241600,-87.6653277197276,41.9067096570299,0,0
"491",242000,-87.6649536512482,41.8997370877431,0,0
"492",243300,-87.6647387842272,41.8924781100194,0,0
"493",491200,-87.6374382693719,41.6887764589762,0,0
"494",480300,-87.5879724873725,41.7291941819826,0,0
"495",710800,-87.6488125959998,41.7478366449995,0,0
"496",711300,-87.6672855388165,41.7335044229494,0,0
"497",10202,-87.673321608605,42.0160502893219,1,1
"498",480200,-87.5898841092586,41.7351237376826,0,0
"499",480400,-87.5756385135737,41.7284497565025,0,1
"500",480500,-87.5590498564412,41.7275502871154,0,0
"501",241200,-87.6846857699937,41.9067070300042,0,0
"502",691100,-87.6298721129421,41.7617134883659,0,0
"503",691200,-87.6321805963205,41.7544389196802,0,0
"504",691400,-87.6101685224231,41.7548454540269,0,1
"505",51200,-87.675951801192,41.9414211227555,1,0
"506",691500,-87.6002985870836,41.7550429812438,0,0
"507",700100,-87.6953090806574,41.7535934700303,0,0
"508",410700,-87.5941982490424,41.7980399320954,0,0
"509",410800,-87.5896243683922,41.7979587980344,0,0
"510",410900,-87.5766593555839,41.7978746471428,0,1
"511",411000,-87.5768732661959,41.7907158511651,0,0
"512",411200,-87.5940172198572,41.7905556523838,0,0
"513",530600,-87.6189952324885,41.6703907670709,0,0
"514",460100,-87.5357424723065,41.7461561912366,0,1
"515",460200,-87.5470110585647,41.741386790922,0,0
"516",460500,-87.5726040266226,41.7468818390229,0,0
